Player,Team,Age,Standard_MP,Standard_Starts,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,GCA_SCA,GCA_SCA90,GCA_GCA,GCA_GCA90,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Att,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%,Played Time,Estimated Value
Stephy Mavididi,,26.91,30,16,1615.0,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.1,0.15,1.395,68.75,25.45,0.0,26.9,0.39,0.15,16.1,460,75.0,6191,91.1,67.4,41.9,22,32,26,7,57,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5,1615.0,13200000.0
Sávio,,21.05,27,21,1734.0,1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,1.395,68.75,25.45,0.0,38.9,1.09,0.02,17.7,676,80.9,10078,89.8,80.1,57.4,44,19,47,8,66,107,5.55,15,0.78,22,16,18,9,13,2,11,6,1071,14,55,281,754,149,111,45.9,35.1,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3,1734.0,74800000.0
Taylor Harwood-Bellis,,23.24,31,29,2564.0,1,0,8,0,1.7,1.0,28,116,9,0.04,0.0,0.06,0.03,1.395,68.75,25.45,0.0,36.8,0.25,0.05,10.6,1742,88.0,32312,93.0,92.0,64.2,14,168,9,0,116,36,1.26,2,0.07,27,19,33,14,59,37,22,30,2268,306,1054,1051,172,38,3,100.0,0.0,1303,3584,28,27,0,15,5,1640,9,32,13,0,9,115,52,40,56.5,2564.0,29900000.0
Thomas Partey,,31.87,31,27,2437.0,4,2,4,0,2.0,1.9,31,165,45,0.15,0.07,0.07,0.07,1.395,68.75,25.45,0.0,30.4,0.26,0.17,19.5,1486,87.7,23752,93.0,89.0,67.2,17,146,33,2,165,56,2.07,13,0.48,79,48,68,25,23,7,16,32,1928,64,401,1061,477,27,30,66.7,26.7,1087,3091,31,36,3,20,14,1373,45,39,27,1,12,120,26,21,55.3,2437.0,14700000.0
Timothy Castagne,,29.39,23,17,1625.0,0,1,1,0,0.4,1.2,17,61,67,0.0,0.06,0.02,0.07,1.395,68.75,25.45,0.0,37.5,0.17,0.0,14.0,768,81.8,12239,89.9,85.8,49.3,9,51,5,3,61,25,1.38,3,0.17,46,29,45,19,15,6,9,22,1149,91,444,458,253,32,12,41.7,41.7,542,1043,17,15,2,15,5,657,67,15,6,1,37,55,34,35,49.3,1625.0,16800000.0
Tomáš Souček,,30.16,31,26,2251.0,8,1,8,0,5.9,1.0,6,68,62,0.32,0.04,0.24,0.04,1.395,68.75,25.45,0.0,28.0,0.56,0.16,11.2,623,73.8,10461,79.1,76.9,69.8,14,58,8,1,68,43,1.72,3,0.12,40,19,37,17,34,17,17,18,1115,110,309,544,266,96,11,54.5,45.5,433,456,6,10,3,17,10,666,62,41,24,4,11,52,90,65,58.1,2251.0,25600000.0
Tosin Adarabioyo,,27.59,20,13,1229.0,1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,1.395,68.75,25.45,0.0,16.7,0.15,0.08,12.5,988,91.4,18105,95.7,94.9,61.1,1,53,1,0,37,12,0.88,1,0.07,14,10,12,4,9,7,2,10,1198,160,570,603,26,13,5,80.0,0.0,713,1690,5,2,0,3,0,916,1,8,6,1,0,34,36,26,58.1,1229.0,24800000.0
Toti Gomes,,26.28,27,26,2254.0,0,1,6,0,0.7,0.9,21,67,13,0.0,0.04,0.03,0.04,1.395,68.75,25.45,0.0,28.6,0.08,0.0,11.6,1230,85.2,20629,91.6,92.1,50.0,9,71,5,3,67,20,0.8,1,0.04,51,37,35,7,27,17,10,22,1713,198,810,830,92,15,26,65.4,26.9,993,2590,21,18,0,16,13,1163,13,22,14,4,12,95,47,24,66.2,2254.0,18600000.0
Trent Alexander-Arnold,,26.56,30,27,2240.0,3,6,5,0,1.8,6.7,49,211,87,0.12,0.24,0.07,0.27,1.395,68.75,25.45,0.0,19.0,0.32,0.07,23.5,1357,73.6,26053,89.8,76.1,49.3,50,192,62,20,211,93,3.73,10,0.4,70,49,101,53,25,8,17,30,2111,85,565,942,618,42,31,45.2,48.4,1109,2732,49,35,8,19,15,1342,87,11,7,1,142,126,3,13,18.8,2240.0,55400000.0
Trevoh Chalobah,,25.81,11,9,746.0,0,1,1,0,0.7,1.2,4,34,2,0.0,0.12,0.09,0.14,1.395,68.75,25.45,0.0,33.3,0.24,0.0,10.8,533,90.2,9186,94.8,94.8,56.7,3,37,3,0,34,12,1.45,3,0.36,7,4,6,1,4,2,2,7,668,55,279,340,54,11,3,33.3,0.0,374,696,4,2,0,3,2,501,2,6,5,0,3,25,22,10,68.8,1060.0,20200000.0
Trevoh Chalobah,,25.81,12,12,1060.0,3,0,1,0,1.2,0.4,11,34,6,0.25,0.0,0.1,0.03,1.395,68.75,25.45,0.0,36.4,0.34,0.27,15.1,349,79.0,6831,88.7,85.2,51.2,4,27,2,1,34,11,0.93,0,0.0,20,16,23,11,19,9,10,19,594,66,275,276,51,14,10,60.0,20.0,278,661,11,9,1,4,7,317,6,10,15,1,7,56,22,19,53.7,1060.0,20200000.0
Tyler Adams,,26.2,24,17,1620.0,0,3,7,0,1.6,0.9,12,61,9,0.0,0.17,0.09,0.05,1.395,68.75,25.45,0.0,25.0,0.11,0.0,16.1,702,82.9,10949,88.2,87.1,55.8,15,53,2,1,61,36,2.0,4,0.22,75,46,63,28,33,10,23,31,1091,52,291,623,189,17,16,18.8,56.3,513,1080,12,17,1,27,12,583,9,41,19,0,3,96,29,17,63.0,1620.0,24500000.0
Tyler Dibling,,19.13,30,18,1697.0,2,0,6,0,2.5,1.5,67,60,90,0.11,0.0,0.13,0.08,1.395,68.75,25.45,0.0,32.1,0.48,0.07,19.3,462,80.8,6935,90.2,85.1,44.4,20,25,20,1,60,55,2.92,4,0.21,34,20,26,10,19,5,14,8,807,24,106,369,351,40,103,42.7,36.9,520,2096,67,47,26,41,53,604,90,28,48,2,27,74,10,21,32.3,1697.0,32000000.0
Tyrick Mitchell,,25.65,34,34,2852.0,0,4,2,0,1.2,5.6,56,62,160,0.0,0.13,0.04,0.18,1.395,68.75,25.45,0.0,18.2,0.06,0.0,13.4,904,72.2,14514,84.3,74.5,42.3,37,45,31,14,62,66,2.08,5,0.16,85,52,41,20,62,12,50,14,1614,104,560,615,452,42,31,41.9,48.4,742,1555,56,33,9,35,28,827,160,20,22,2,97,152,18,21,46.2,2852.0,25100000.0
Tyrone Mings,,32.13,13,11,1051.0,0,0,1,0,0.8,0.2,6,39,0,0.0,0.0,0.07,0.02,1.395,68.75,25.45,0.0,11.1,0.09,0.0,11.8,581,88.6,10405,92.7,94.3,54.0,3,47,5,0,39,17,1.45,2,0.17,6,5,2,0,13,11,2,7,767,139,388,340,43,15,2,100.0,0.0,472,1333,6,12,0,3,1,523,0,3,9,0,1,33,26,21,55.3,1051.0,5700000.0
Valentino Livramento,,22.46,33,28,2480.0,0,1,1,0,0.2,2.3,72,136,91,0.0,0.04,0.01,0.08,1.395,68.75,25.45,0.0,20.0,0.04,0.0,20.6,1228,85.0,18159,90.7,86.3,56.4,21,94,23,5,136,39,1.42,2,0.07,50,33,54,25,33,10,23,21,1728,105,553,796,404,32,48,43.8,41.7,900,2878,72,37,11,25,34,994,91,6,32,2,44,170,22,30,42.3,2480.0,48400000.0
Victor Bernth Kristiansen,,22.36,28,28,2380.0,0,1,1,0,0.3,1.4,39,69,75,0.0,0.04,0.01,0.05,1.395,68.75,25.45,0.0,0.0,0.0,0.0,17.7,1007,77.6,16181,89.6,80.1,41.4,18,74,23,18,69,41,1.55,3,0.11,85,50,87,40,37,14,23,40,1581,113,564,711,319,15,17,47.1,47.1,800,1806,39,25,5,13,12,872,75,17,17,3,96,97,19,42,31.1,2380.0,23900000.0
Virgil van Dijk,,33.81,34,34,3060.0,2,1,3,0,2.0,0.7,18,176,6,0.06,0.03,0.06,0.02,1.395,68.75,25.45,0.0,29.2,0.21,0.08,13.6,2446,91.6,44780,96.0,95.4,67.9,12,265,6,0,176,46,1.35,4,0.12,35,17,20,9,24,13,11,52,3010,400,1203,1664,151,44,5,60.0,40.0,1682,4398,18,20,3,9,5,2063,6,15,12,0,1,108,110,45,71.0,3060.0,16600000.000000002
Vitaliy Mykolenko,,25.92,31,31,2722.0,0,1,2,0,0.4,1.6,31,102,83,0.0,0.03,0.01,0.05,1.395,68.75,25.45,0.0,0.0,0.0,0.0,20.5,874,74.3,14736,88.8,74.1,45.2,20,96,37,22,102,37,1.22,3,0.1,54,32,50,25,24,9,15,36,1489,112,471,641,388,26,20,40.0,45.0,608,1416,31,26,1,20,10,753,83,20,28,3,86,77,44,36,55.0,2722.0,33500000.0
Vitaly Janelt,,26.97,32,27,2254.0,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,1.395,68.75,25.45,0.0,28.6,0.16,0.07,17.7,872,82.5,14466,90.6,85.4,55.9,14,78,23,7,80,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,652,1278,17,18,3,16,10,814,38,24,15,1,30,107,19,11,63.3,2254.0,22200000.0
Wes Burns,,30.43,18,12,926.0,0,1,1,0,0.5,1.6,38,8,65,0.0,0.1,0.05,0.16,1.395,68.75,25.45,0.0,14.3,0.1,0.0,18.3,153,60.5,2416,80.4,65.4,38.9,10,8,8,7,8,16,1.55,1,0.1,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,37.5,58.3,216,696,38,13,10,17,13,220,65,4,11,0,46,50,8,21,27.6,926.0,2100000.0
Wesley Fofana,,24.36,14,14,1172.0,0,0,7,0,0.4,0.4,19,32,4,0.0,0.0,0.03,0.03,1.395,68.75,25.45,0.0,0.0,0.0,0.0,10.6,724,90.2,12262,93.9,92.5,61.9,6,54,1,0,32,15,1.15,0,0.0,13,12,14,8,14,9,5,14,933,81,370,523,55,10,15,53.3,20.0,557,1614,19,12,1,16,5,665,4,24,16,0,1,54,27,12,69.2,1172.0,30400000.0
Wilfred Ndidi,,28.36,25,25,2057.0,0,4,8,0,1.8,1.8,16,64,74,0.0,0.18,0.08,0.08,1.395,68.75,25.45,0.0,40.0,0.35,0.0,14.5,717,79.3,10136,86.6,80.7,51.6,15,61,10,3,64,26,1.14,3,0.13,77,46,51,26,45,19,26,24,1226,112,410,588,238,58,32,40.6,53.1,585,971,16,22,2,34,33,720,74,38,17,3,30,114,53,51,51.0,2057.0,20400000.0
Will Hughes,,30.03,29,21,1869.0,0,3,11,0,1.0,2.7,18,82,24,0.0,0.14,0.05,0.13,1.395,68.75,25.45,0.0,5.3,0.05,0.0,22.6,658,76.1,10532,88.6,82.7,36.7,29,69,14,3,82,61,2.94,6,0.29,61,33,59,32,29,14,15,19,1070,41,253,551,278,14,14,28.6,42.9,469,1120,18,22,1,19,24,594,24,60,30,0,65,107,17,17,50.0,1869.0,7300000.0
William Saliba,,24.1,32,32,2814.0,2,0,2,1,2.3,0.9,16,134,6,0.06,0.0,0.07,0.03,1.395,68.75,25.45,0.0,33.3,0.06,0.33,5.4,2273,94.2,39201,95.7,96.1,80.4,7,175,6,0,134,26,0.83,1,0.03,58,34,26,6,23,14,9,21,2657,173,1036,1495,141,18,18,66.7,27.8,1642,3937,16,17,1,17,7,2013,6,27,17,1,3,140,57,35,62.0,2814.0,79500000.0
Wout Faes,,27.07,30,26,2455.0,1,0,4,0,1.4,0.1,12,74,1,0.04,0.0,0.05,0.0,1.395,68.75,25.45,0.0,9.1,0.04,0.09,10.0,1175,87.1,21767,93.4,94.8,52.7,4,76,6,0,74,14,0.51,0,0.0,38,23,42,20,45,33,12,26,1653,270,809,785,67,26,6,83.3,16.7,953,2602,12,13,2,16,6,1085,1,21,9,1,5,84,41,34,54.7,2455.0,25300000.0
Yankuba Minteh,,20.77,28,16,1499.0,5,4,6,0,3.7,4.7,68,37,159,0.3,0.24,0.22,0.29,1.395,68.75,25.45,0.0,46.4,0.78,0.18,13.6,283,61.7,4572,77.6,61.6,46.7,25,12,28,7,37,52,3.13,10,0.6,43,31,45,28,17,0,17,10,687,27,122,194,389,118,81,46.9,44.4,392,1681,68,18,54,42,19,405,159,17,9,4,73,73,16,25,39.0,1499.0,42600000.0
Yasin Ayari,,21.56,30,19,1737.0,1,1,3,0,2.2,2.2,30,66,59,0.05,0.05,0.12,0.11,1.395,68.75,25.45,0.0,28.0,0.36,0.04,19.0,707,81.4,10616,91.6,85.0,37.5,28,51,17,4,66,58,3.0,6,0.31,53,29,50,30,22,6,16,20,1103,52,243,560,316,43,41,41.5,36.6,581,1389,30,25,6,32,21,712,59,31,23,3,64,105,13,19,40.6,1737.0,21500000.0
Yehor Yarmoliuk,,21.16,26,10,1039.0,0,0,4,0,0.6,0.3,12,45,42,0.0,0.0,0.05,0.02,1.395,68.75,25.45,0.0,22.2,0.17,0.0,15.9,471,86.1,8216,87.3,88.8,84.7,6,56,6,3,45,18,1.56,2,0.17,34,22,43,22,23,6,17,9,703,45,195,359,164,14,20,45.0,45.0,365,605,12,14,2,23,16,434,42,11,8,2,13,83,7,5,58.3,1039.0,18000000.0
Yoane Wissa,,28.65,30,29,2470.0,16,3,2,0,14.9,1.8,48,56,131,0.58,0.11,0.54,0.07,1.395,68.75,25.45,0.0,45.9,1.24,0.22,13.7,394,77.1,5724,86.4,75.3,61.0,23,40,9,1,56,58,2.11,8,0.29,18,8,23,14,25,5,20,8,801,29,124,325,365,138,43,27.9,51.2,472,1345,48,20,26,62,27,569,131,26,44,14,20,61,28,31,47.5,2470.0,31400000.0
Youri Tielemans,,27.98,34,34,2915.0,2,7,4,0,3.0,6.9,37,226,44,0.06,0.22,0.09,0.21,1.395,68.75,25.45,0.0,30.6,0.34,0.06,20.4,1639,82.4,28103,90.1,87.6,53.8,59,221,35,4,226,116,3.58,12,0.37,82,56,72,33,36,15,21,21,2296,97,460,1324,537,41,57,52.6,31.6,1242,2466,37,26,9,30,28,1610,44,40,53,0,115,140,22,18,55.0,2915.0,43300000.0
Yukinari Sugawara,,24.83,29,15,1467.0,1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,1.395,68.75,25.45,0.0,38.5,0.31,0.08,19.2,689,79.9,10831,88.2,82.9,47.9,17,43,21,9,68,39,2.39,1,0.06,29,16,30,12,17,7,10,10,1023,61,306,395,327,29,20,45.0,50.0,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7,1467.0,15800000.0
Yves Bissouma,,28.66,24,15,1210.0,2,0,7,0,0.6,0.3,15,71,3,0.15,0.0,0.04,0.02,1.395,68.75,25.45,0.0,40.0,0.3,0.2,23.2,693,89.4,10536,92.9,93.4,63.2,6,57,10,1,71,15,1.12,0,0.0,44,28,32,15,7,4,3,14,938,58,261,535,148,5,21,33.3,66.7,564,1513,15,17,0,22,13,657,3,22,18,0,2,71,4,7,36.4,1210.0,30000000.0
Álex Moreno,,31.89,15,11,955.0,0,1,2,0,0.2,1.3,26,34,34,0.0,0.09,0.02,0.12,1.395,68.75,25.45,0.0,0.0,0.0,0.0,23.7,308,72.0,4574,87.6,64.2,35.0,8,25,9,2,34,16,1.51,2,0.19,25,18,39,24,11,5,6,15,559,60,210,202,158,8,21,38.1,38.1,229,864,26,16,4,13,6,258,34,12,6,0,19,50,3,11,21.4,955.0,11200000.0
İlkay Gündoğan,,34.51,30,22,1967.0,0,5,1,0,2.7,2.7,55,113,81,0.0,0.23,0.13,0.12,1.395,68.75,25.45,0.0,20.0,0.23,0.0,18.3,1374,89.3,21191,94.2,92.1,62.3,36,93,21,2,113,72,3.29,10,0.46,24,13,23,13,14,0,14,13,1707,43,254,825,648,56,35,45.7,37.1,1016,2735,55,52,9,25,23,1330,81,14,21,0,57,104,13,11,54.2,1967.0,11000000.0
Łukasz Fabiański,,40.03,13,12,1070.0,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.68,74.6,16.7,0.0,30.4,0.0,0.08,16.2,304,67.0,8756,100.0,99.3,41.3,0,4,0,0,0,3,0.25,0,0.0,0,0,1,1,0,0,0,0,488,382,483,5,0,0,2,100.0,0.0,258,845,0,0,0,0,0,227,0,2,1,0,0,5,2,1,66.7,1070.0,900000.0
